name,full_name,URL,desc.,total_commits,last_commit,commits_2024,stars,fork,forks,lang,size,score,template,archived,disabled,contributors_url,collaborators_url,collaborators,search_term
FL-DLT3,jjzgeeks/FL-DLT3,https://github.com/jjzgeeks/FL-DLT3,Exploring Deep Reinforcement Learning-Assisted Federated Learning for Online Resource Allocation in Privacy-Preserving EdgeIoT,29,2024-03-25T10:40:10Z,6,28,False,2,Python,4348,1.0,False,False,False,https://api.github.com/repos/jjzgeeks/FL-DLT3/contributors,https://api.github.com/repos/jjzgeeks/FL-DLT3/collaborators{/collaborator},1,edgeiot
