name,full_name,URL,desc.,total_commits,last_commit,commits_2024,stars,fork,forks,lang,size,score,template,archived,disabled,contributors_url,collaborators_url,collaborators,search_term
InstinctiveDiffuse,erfanzar/InstinctiveDiffuse,https://github.com/erfanzar/InstinctiveDiffuse,"A cutting-edge text-to-image generator model that leverages state-of-the-art Stable Diffusion Model Type to produce high-quality, realistic images based on textual input.",47,2024-03-04T13:44:31Z,5,14,False,1,Python,17498,1.0,True,False,False,https://api.github.com/repos/erfanzar/InstinctiveDiffuse/contributors,https://api.github.com/repos/erfanzar/InstinctiveDiffuse/collaborators{/collaborator},1,edge ai
YOLOv10-LiteRT-Android,NSTiwari/YOLOv10-LiteRT-Android,https://github.com/NSTiwari/YOLOv10-LiteRT-Android,This repository is an implementation of converting the YOLOv10 object detection model to LiteRT (.tflite) format and deploy it on Android using Google AI Edge for on-device inference.,40,2024-09-25T04:22:34Z,40,14,False,3,Jupyter Notebook,71000,1.0,False,False,False,https://api.github.com/repos/NSTiwari/YOLOv10-LiteRT-Android/contributors,https://api.github.com/repos/NSTiwari/YOLOv10-LiteRT-Android/collaborators{/collaborator},1,edge ai
openvino_testdrive,openvinotoolkit/openvino_testdrive,https://github.com/openvinotoolkit/openvino_testdrive,"With OpenVINO Test Drive, users can run large language models (LLMs) and models trained by Intel Geti on their devices, including AI PCs and Edge devices.",369,2025-01-17T23:02:56Z,368,14,False,3,Dart,23622,1.0,False,False,False,https://api.github.com/repos/openvinotoolkit/openvino_testdrive/contributors,https://api.github.com/repos/openvinotoolkit/openvino_testdrive/collaborators{/collaborator},6,edge ai
edge-aio-in-a-box,Azure-Samples/edge-aio-in-a-box,https://github.com/Azure-Samples/edge-aio-in-a-box,Azure IoT Operations with Edge AI in-a-Box,150,2024-11-12T20:03:08Z,150,13,False,4,Jupyter Notebook,26771,1.0,False,False,False,https://api.github.com/repos/Azure-Samples/edge-aio-in-a-box/contributors,https://api.github.com/repos/Azure-Samples/edge-aio-in-a-box/collaborators{/collaborator},3,edge ai
ariel,google-marketing-solutions/ariel,https://github.com/google-marketing-solutions/ariel,A cutting-edge AI dubbing solution designed to enhance the global reach of digital advertising.,139,2025-01-15T10:35:45Z,139,13,False,4,Python,1536,1.0,False,False,False,https://api.github.com/repos/google-marketing-solutions/ariel/contributors,https://api.github.com/repos/google-marketing-solutions/ariel/collaborators{/collaborator},4,edge ai
models-samples,google-ai-edge/models-samples,https://github.com/google-ai-edge/models-samples,,23,2025-01-14T19:53:30Z,20,13,False,3,Jupyter Notebook,121,1.0,False,False,False,https://api.github.com/repos/google-ai-edge/models-samples/contributors,https://api.github.com/repos/google-ai-edge/models-samples/collaborators{/collaborator},2,edge ai
SaaS__Ai_project,hoshino-koya/SaaS__Ai_project,https://github.com/hoshino-koya/SaaS__Ai_project,"An all-in-one solution for generating dynamic content including dialogues, images, videos, music, and code snippets, our AI SaaS platform leverages cutting-edge artificial intelligence algorithms to deliver seamless, high-quality content generation tailored to your needs.",89,2024-09-19T14:30:05Z,24,13,False,0,TypeScript,2872,1.0,False,False,False,https://api.github.com/repos/hoshino-koya/SaaS__Ai_project/contributors,https://api.github.com/repos/hoshino-koya/SaaS__Ai_project/collaborators{/collaborator},1,edge ai
Low-latency-AI-Voice-Assistant,Ankur2606/Low-latency-AI-Voice-Assistant,https://github.com/Ankur2606/Low-latency-AI-Voice-Assistant,"End-to-End AI Voice Assistant pipeline with Whisper for Speech-to-Text, Hugging Face LLM for response generation, and Edge-TTS for Text-to-Speech. Features include Voice Activity Detection (VAD), tunable parameters for pitch, gender, and speed, and real-time response with latency optimization.",7,2024-10-19T02:28:34Z,7,13,False,1,Jupyter Notebook,41,1.0,False,False,False,https://api.github.com/repos/Ankur2606/Low-latency-AI-Voice-Assistant/contributors,https://api.github.com/repos/Ankur2606/Low-latency-AI-Voice-Assistant/collaborators{/collaborator},2,edge ai
PhantomStrike-Fortnite-Cheat-Tool-2024-Aimbot-ESP-Build-Assist,InfiniteCheats/PhantomStrike-Fortnite-Cheat-Tool-2024-Aimbot-ESP-Build-Assist,https://github.com/InfiniteCheats/PhantomStrike-Fortnite-Cheat-Tool-2024-Aimbot-ESP-Build-Assist,"Fortnite Hack 2024 is a powerful cheat tool designed to give you an edge in Fortnite by unlocking features like aimbots, wallhacks, and other modifications. Whether you’re aiming for a competitive advantage or simply want to experiment, this hack will enhance your gaming experience.",16,2024-12-17T12:35:28Z,16,13,False,1,,92357,1.0,False,False,False,https://api.github.com/repos/InfiniteCheats/PhantomStrike-Fortnite-Cheat-Tool-2024-Aimbot-ESP-Build-Assist/contributors,https://api.github.com/repos/InfiniteCheats/PhantomStrike-Fortnite-Cheat-Tool-2024-Aimbot-ESP-Build-Assist/collaborators{/collaborator},1,edge ai
ai,amrinderarora/ai,https://github.com/amrinderarora/ai,"Classical AI algorithms.  Cutting edge, since 1960s.  Amrinder Arora",62,2025-01-16T21:37:03Z,7,12,False,30,Java,65589,1.0,False,False,False,https://api.github.com/repos/amrinderarora/ai/contributors,https://api.github.com/repos/amrinderarora/ai/collaborators{/collaborator},2,edge ai
ai-edge,opendatahub-io/ai-edge,https://github.com/opendatahub-io/ai-edge,ODH integration with AI at the Edge usecases,490,2024-11-11T22:52:26Z,280,12,False,19,Go,16979,1.0,False,False,False,https://api.github.com/repos/opendatahub-io/ai-edge/contributors,https://api.github.com/repos/opendatahub-io/ai-edge/collaborators{/collaborator},13,edge ai
nn-comp,etri-edgeai/nn-comp,https://github.com/etri-edgeai/nn-comp,Neural Network Compression for Edge AI,338,2024-12-19T13:18:59Z,1,12,False,7,Python,554,1.0,False,False,False,https://api.github.com/repos/etri-edgeai/nn-comp/contributors,https://api.github.com/repos/etri-edgeai/nn-comp/collaborators{/collaborator},4,edge ai
MD-AirComp,liqiao19/MD-AirComp,https://github.com/liqiao19/MD-AirComp,Code for “Massive Digital Over-the-Air Computation for Communication-Efficient Federated Edge Learning”,22,2024-10-21T13:08:47Z,22,12,False,2,Python,63,1.0,False,False,False,https://api.github.com/repos/liqiao19/MD-AirComp/contributors,https://api.github.com/repos/liqiao19/MD-AirComp/collaborators{/collaborator},1,edge ai
AI-Mock-Interview-App-with-Next-JS,Rithick574/AI-Mock-Interview-App-with-Next-JS,https://github.com/Rithick574/AI-Mock-Interview-App-with-Next-JS,"AI Mock Interview App is a cutting-edge application built with Next.js designed to help users practice and prepare for technical interviews. Leveraging the power of the Gemini API for AI-driven responses, this app simulates real-world interview scenarios, providing users with a comprehensive and interactive mock interview experience.",6,2024-06-10T15:15:28Z,6,12,False,11,JavaScript,182,1.0,False,False,False,https://api.github.com/repos/Rithick574/AI-Mock-Interview-App-with-Next-JS/contributors,https://api.github.com/repos/Rithick574/AI-Mock-Interview-App-with-Next-JS/collaborators{/collaborator},1,edge ai
SpotVision-AI,ArchanaSingandhupe/SpotVision-AI,https://github.com/ArchanaSingandhupe/SpotVision-AI,Our cutting-edge application harnesses the power of deep learning and computer vision to analyze skin images and predict potential diseases with remarkable accuracy of 71%.,44,2024-06-05T20:05:28Z,44,12,False,0,Jupyter Notebook,5263,1.0,False,False,False,https://api.github.com/repos/ArchanaSingandhupe/SpotVision-AI/contributors,https://api.github.com/repos/ArchanaSingandhupe/SpotVision-AI/collaborators{/collaborator},1,edge ai
Qubot-One,KOSASIH/Qubot-One,https://github.com/KOSASIH/Qubot-One,"A cutting-edge project focused on developing quantum-powered robotics (Qubots) that leverage advanced AI and quantum computing for enhanced adaptability, efficiency, and human collaboration.",192,2024-12-13T16:26:07Z,192,12,False,0,Python,1782,1.0,False,False,False,https://api.github.com/repos/KOSASIH/Qubot-One/contributors,https://api.github.com/repos/KOSASIH/Qubot-One/collaborators{/collaborator},1,edge ai
ParkinsonsAIDetector-using-Deep-Learning-and-Machine-Learning-Models-,Amalmoncer/ParkinsonsAIDetector-using-Deep-Learning-and-Machine-Learning-Models-,https://github.com/Amalmoncer/ParkinsonsAIDetector-using-Deep-Learning-and-Machine-Learning-Models-,"ParkinsonsAIDetector is a cutting-edge repository dedicated to the detection and analysis of Parkinson's disease using artificial intelligence. This project encompasses a comprehensive suite of both machine learning and deep learning models, each meticulously crafted and tuned to identify Parkinson's disease indicators with high accuracy.",7,2024-04-08T17:16:12Z,7,11,False,4,Jupyter Notebook,117,1.0,False,False,False,https://api.github.com/repos/Amalmoncer/ParkinsonsAIDetector-using-Deep-Learning-and-Machine-Learning-Models-/contributors,https://api.github.com/repos/Amalmoncer/ParkinsonsAIDetector-using-Deep-Learning-and-Machine-Learning-Models-/collaborators{/collaborator},1,edge ai
Xerxes,Instinct-AI/Xerxes,https://github.com/Instinct-AI/Xerxes,"Xerxes, a highly advanced Persian AI assistant developed by InstinctAI, a cutting-edge AI startup. primary function is to assist users with their various needs, providing expert-level support in wide range of tasks.",9,2024-04-27T14:11:36Z,9,11,False,0,Python,20,1.0,False,False,False,https://api.github.com/repos/Instinct-AI/Xerxes/contributors,https://api.github.com/repos/Instinct-AI/Xerxes/collaborators{/collaborator},2,edge ai
OmegaViT,Agora-Lab-AI/OmegaViT,https://github.com/Agora-Lab-AI/OmegaViT,"OmegaViT (ΩViT) is a cutting-edge vision transformer architecture that combines multi-query attention, rotary embeddings, state space modeling, and mixture of experts to achieve superior performance across various computer vision tasks. ",4,2025-01-13T01:29:06Z,4,11,False,0,Python,2272,1.0,False,False,False,https://api.github.com/repos/Agora-Lab-AI/OmegaViT/contributors,https://api.github.com/repos/Agora-Lab-AI/OmegaViT/collaborators{/collaborator},1,edge ai
ChatRPG,KarmaKamikaze/ChatRPG,https://github.com/KarmaKamikaze/ChatRPG,"Welcome to ChatRPG, where your journey into the world of fantasy is powered by cutting-edge AI.  Immerse yourself in endless possibilities, embark on epic adventures, and shape your own destiny  in this choose-your-own-adventure (CYOA) game.",410,2024-11-20T15:33:27Z,77,11,False,0,C#,12441,1.0,False,False,False,https://api.github.com/repos/KarmaKamikaze/ChatRPG/contributors,https://api.github.com/repos/KarmaKamikaze/ChatRPG/collaborators{/collaborator},4,edge ai
blog2buzz,adarshswaminath/blog2buzz,https://github.com/adarshswaminath/blog2buzz,"✨ Blog2Buzz is a cutting-edge web application designed to empower developers, students, security specialists, and anyone in the tech industry to stay informed about the latest market trends and technologies. It seamlessly integrates web scraping and AI assistance to deliver an exceptional experience ✨",78,2024-09-18T17:14:00Z,78,11,False,1,JavaScript,1925,1.0,False,False,False,https://api.github.com/repos/adarshswaminath/blog2buzz/contributors,https://api.github.com/repos/adarshswaminath/blog2buzz/collaborators{/collaborator},2,edge ai
