capability,Jander_vs_Luana,Jander_vs_Paulo,Luana_vs_Paulo
capability_1,0.6989404457435149,0.8911665257819104,0.8012280701754386
capability_2,0.8615059546676911,0.9784293193717277,0.8827546955036994
capability_3,0.8654649947753397,0.9711241940005607,0.8926803855170617
